Volume,vw,Open,Close,High,Low,n,Date,SMA_50,SMA_200,EMA_20,MACD,RSI,ADX,Bollinger_High,Bollinger_Low,VWAP
5020611.0,593.3956,592.67,593.39,594.37,591.905,69245,2025-02-03 09:30:00,,,,,,0.0,,,
3132629.0,592.8326,593.38,592.0361,593.59,591.6,43187,2025-02-03 09:45:00,,,,,,0.0,,,
3495019.0,592.6865,591.97,591.07,592.34,590.99,43775,2025-02-03 10:00:00,,,,,,0.0,,,
5212663.0,593.8429,591.0726,596.38,596.6,590.49,59909,2025-02-03 10:15:00,,,,,,0.0,,,
3662877.0,597.0178,596.36,598.13,598.65,595.7,53647,2025-02-03 10:30:00,,,,,,0.0,,,
1832782.0,597.706,598.18,597.88,598.3699,592.44,32756,2025-02-03 10:45:00,,,,,,0.0,,,
2381574.0,597.415,597.86,598.19,598.7,595.76,33337,2025-02-03 11:00:00,,,,,,0.0,,,
1489106.0,598.4397,598.17,597.87,599.25,597.555,20452,2025-02-03 11:15:00,,,,,,0.0,,,
1098715.0,598.317,597.87,598.76,598.9,597.26,16605,2025-02-03 11:30:00,,,,,,0.0,,,
2094569.0,598.3238,598.77,597.3399,599.01,596.91,24931,2025-02-03 11:45:00,,,,,,0.0,,,
1380856.0,597.1279,597.32,597.24,597.71,596.69,17872,2025-02-03 12:00:00,,,,,,0.0,,,
833966.0,597.76,597.21,597.4,598.7,596.9251,12968,2025-02-03 12:15:00,,,,,,0.0,,,
859462.0,596.8918,597.39,596.51,597.61,596.38,14121,2025-02-03 12:30:00,,,,,,0.0,,,
2637203.0,596.9932,596.53,597.38,598.08,595.97,33690,2025-02-03 12:45:00,,,,,61.4153704040764,0.0,,,595.3451071642484
1466346.0,597.0174,597.3435,597.56,597.91,596.08,18308,2025-02-03 13:00:00,,,,,62.27319092402077,0.0,,,595.7680770439785
847070.0,597.6973,597.61,597.795,598.26,597.19,12398,2025-02-03 13:15:00,,,,,63.41671378341075,0.0,,,596.1846075303428
